Gene(KO)	Gene Description	S18.K0010A2	S18.K0011C1	S18.K0011C2	S18.K0033C1	S18.K0033C2	S18.K0145B1	S18.K0147C2	S18.K0148A1	S18.K0154C1	S18.K0154C2	S18.K0191C1	S18.K0192B2	S18.K0192C1	S18.K0195C1
K11075	potH; putrescine transport system permease protein	139.9402958	355.6794012	70.00212843	106.5117965	102.4869048	218.4449495	44.44646465	620.1187229	536.7713203	401.4698413	198.2436147	191.278355	213.2138709	386.380938
K11076	potG; putrescine transport system ATP-binding protein	144.5236291	360.6794012	70.36323954	109.7201299	106.022619	227.7560606	43.44646465	620.8687229	538.4657648	403.8031746	209.3825036	197.4767677	214.6305375	394.8813348
K11077	attC; mannopine transport system substrate-binding protein	7.508333333	14.73333333	9.925	13.81666667	9.275	18.48055556	7.316666667	1.666666667	11.89444444	13.46666667	10.775	14.38055556	23.35555556	22.15833333
K11078	attB; mannopine transport system permease protein	5.991666667	14.06666667	8.325	11.8	5.691666667	15.28055556	6.9	1.666666667	9.261111111	11.78333333	8.841666667	11.83055556	13.26388889	17.225
K11079	attA2; mannopine transport system permease protein	11.93611111	21.23333333	15.99166667	16.46666667	16.025	44.53055556	9.233333333	3.166666667	14.37222222	17.28333333	20.175	32.74722222	40.26388889	28.30833333
K11080	attA1; mannopine transport system ATP-binding protein	2.075	3.566666667	3.325	1.383333333	5.691666667	15.28055556	1.233333333	0	4.594444444	3.866666667	4.991666667	9.830555556	9.513888889	4.975
K11081	phnS; 2-aminoethylphosphonate transport system substrate-binding protein	1.705555556	10.10396825	1.972222222	4.147222222	4.698809524	13.0234127	1.222222222	2.236111111	4.079761905	3.663888889	7.994444444	7.219047619	7.893650794	10.72539683
K11082	phnV; 2-aminoethylphosphonate transport system permease protein	1.705555556	10.10396825	1.472222222	4.147222222	3.698809524	12.5234127	1.222222222	2.236111111	4.079761905	3.663888889	7.994444444	6.219047619	7.393650794	10.72539683
K11083	phnU; 2-aminoethylphosphonate transport system permease protein	1.705555556	10.10396825	1.472222222	4.147222222	4.698809524	12.5234127	1.222222222	2.236111111	4.079761905	3.719444444	7.994444444	7.219047619	7.393650794	10.72539683
K11084	phnT; 2-aminoethylphosphonate transport system ATP-binding protein	1.705555556	10.10396825	1.472222222	4.147222222	4.698809524	12.5234127	1.222222222	2.236111111	4.079761905	3.663888889	7.994444444	7.219047619	7.393650794	10.72539683
K11085	"msbA; ATP-binding cassette, subfamily B, bacterial MsbA EC:3.6.3.-"	737.2850289	857.4266234	519.5160173	681.2559885	625.147619	735.5457431	339.1960317	960.2694084	1088.27987	1002.823052	1440.465224	1395.560931	1289.115855	826.207677
K11089	"TROVE2, SSA2; 60 kDa SS-A/Ro ribonucleoprotein"	27.04545455	52.92424242	12.15530303	21.96338384	18.31944444	35.52272727	6.971861472	103.4318182	89.58838384	79.375	44.20075758	50.8989899	25.65176768	62.8719697
K11102	"gltP, gltT; proton glutamate symport protein"	221.7371573	70.52063492	176.45	190.9085137	232.4571429	217.3845238	92.31866282	53.71006494	142.615404	96.63968254	450.8908009	470.2021645	405.102381	176.9821179
K11103	dctA; aerobic C4-dicarboxylate transport protein	638.4527778	1428.791378	436.1071789	599.8521284	430.8996032	643.4181818	292.6034752	1661.863131	1699.387789	1530.984921	1047.58676	952.9422799	1070.897962	1182.779495
K11104	melB; melibiose permease	1.090909091	0.261904762	0	0	0.5	0.375	0.181818182	0.162337662	0.305194805	0.285714286	0	1.392857143	0.071428571	0.071428571
K11105	"cvrA, nhaP2; cell volume regulation protein A"	94.60602453	144.4928571	97.76944444	155.679798	96.05753968	212.9599206	93.51363636	52.03495671	141.7847944	152.8448413	216.2220058	210.1680916	332.1555556	263.0208333
K11106	ttdT; L-tartrate/succinate antiporter	182.05	9.897619048	139.3	128.7	224.7345238	198.6035714	57.85	4.321428571	74.31428571	24.22857143	349.4	436.9059524	306.4428571	46.82142857
K11107	yfaE; ferredoxin	0	2.333333333	0	0	1.05	0.375	0	0.964285714	0.607142857	1.714285714	0	3.053571429	0.321428571	1.642857143
K11130	"NOP10, NOLA3; H/ACA ribonucleoprotein complex subunit 3"	78	3.5	95.5	7	62.5	8.5	12.5	0	31	25.5	85	114.5	42.5	8
K11131	"DKC1, NOLA4, CBF5; H/ACA ribonucleoprotein complex subunit 4 EC:5.4.99.-"	78	3.5	95.5	7	62.5	8.5	12.5	0	31	25.5	85	114.5	42.5	8
K11144	dnaI; primosomal protein DnaI	2.578463203	0.461111111	0	1.506493506	0	0.083333333	9.060545936	10.37409812	13.39862915	0.731782107	2.70494228	0.610353535	4.196428571	4.199000999
K11145	K11145; ribonuclease III family protein EC:3.1.26.-	2.87012987	0.461111111	0	1.506493506	0.25	0.083333333	9.060545936	10.27409812	13.34862915	0.81511544	3.102669553	0.760353535	4.196428571	4.099000999
K11159	K11159; carotenoid cleavage dioxygenase	35.70378788	70.86590909	38.40530303	51.34671717	77.53809524	160.5084416	9.507575758	28.13181818	52.73759019	68.33888889	109.7590909	167.3656566	134.0497835	162.1902237
K11173	ADHFE1; hydroxyacid-oxoacid transhydrogenase EC:1.1.99.24	182.5	8.5	139	128	222	189.75	59	4	72.66666667	20.5	351.25	432.4166667	304	46
K11175	purN; phosphoribosylglycinamide formyltransferase 1 EC:2.1.2.2	632.3112193	942.9599567	520.3687951	659.8071789	529.1301587	685.6183622	347.0236772	800.186075	1018.336815	1085.12583	1197.743506	1205.108153	1165.919426	915.2884707
K11177	yagR; xanthine dehydrogenase YagR molybdenum-binding subunit EC:1.17.1.4	535.2588023	1095.054906	391.2489899	651.2257576	378.9492063	574.7083694	250.9080808	789.9435426	1023.044607	1169.326984	1074.569697	931.880285	1158.295166	836.4785534
K11178	yagS; xanthine dehydrogenase YagS FAD-binding subunit EC:1.17.1.4	694.700469	1064.854906	510.5739899	732.8174242	602.3575397	762.7750361	288.5164141	790.6518759	1072.644607	1123.751984	1365.15303	1329.105285	1393.803499	856.9035534
K11179	"tusE, dsrC; tRNA 2-thiouridine synthesizing protein E EC:2.8.1.-"	33.075	33.03452381	19.95	32	28.26309524	50.64285714	18.83333333	32.87619048	33.43452381	35.23095238	68.61388889	92.70198413	124.7214286	111.0017857
K11180	dsrA; dissimilatory sulfite reductase alpha subunit EC:1.8.99.5	0	1.416666667	0	1	1	3	0	0	2.25	1.25	0.25	14.08333333	2	4.25
K11181	dsrB; dissimilatory sulfite reductase beta subunit EC:1.8.99.5	0	1.416666667	0	1	1	3	0	0	1.25	0.75	0.25	13.08333333	1.5	4.25
K11183	"PTS-HPR.FRUB, fruB, fpr; phosphocarrier protein FPr"	66.57898629	100.1738456	53.15808081	71.16755051	39.00436508	67.61637807	54.32285354	42.58003247	103.359614	120.5420635	138.807702	112.1602994	175.9146645	157.3654221
K11184	"chr, crh; catabolite repression HPr-like protein"	2.760281385	0.461111111	0	1.506493506	0	0.083333333	9.424182299	10.34480519	13.41933622	0.731782107	2.70494228	0.510353535	4.196428571	3.807334332
K11189	PTS-HPR; phosphocarrier protein	547.7801227	916.0849567	411.9271284	649.182684	413.1706349	575.0770924	304.3171837	815.9176768	983.4645022	956.9218975	1051.990729	998.2508117	955.3493867	921.520711
K11191	"PTS-Mur-EIIB, murP; PTS system, N-acetylmuramic acid-specific IIB component EC:2.7.1.192"	0	1.011904762	0	0	1.05	0.375	0	0.25	0.392857143	1	0	0.535714286	0.25	0.25
K11192	"PTS-Mur-EIIC, murP; PTS system, N-acetylmuramic acid-specific IIC component"	0	1.011904762	0	0	1.05	0.375	0	0.25	0.392857143	1	0	0.535714286	0.25	0.25
K11194	"PTS-Fru1-EIIA, levD; PTS system, fructose-specific IIA component EC:2.7.1.202"	0.090909091	0	0	0.090909091	0	0	0.181818182	0	0.090909091	0	0.454545455	0.090909091	1	0
K11195	"PTS-Fru1-EIIB, levE; PTS system, fructose-specific IIB component EC:2.7.1.202"	0.090909091	0	0	0.090909091	0	0	0.181818182	0	0.090909091	0	0.454545455	0.090909091	1	0
K11196	"PTS-Fru1-EIIC, levF; PTS system, fructose-specific IIC component"	0.090909091	0	0	0.090909091	0	0	0.181818182	0	0.090909091	0	0.454545455	0.090909091	1	0
K11198	"PTS-Mng-EIIA, mngA, hrsA; PTS system, 2-O-A-mannosyl-D-glycerate-specific IIA component EC:2.7.1.195"	0.545454545	0.571428571	0	0.272727273	0	0	1.454545455	0.458874459	1.277056277	0.281385281	0	0	0	0.926406926
K11199	"PTS-Mng-EIIB, mngA, hrsA; PTS system, 2-O-A-mannosyl-D-glycerate-specific IIB component EC:2.7.1.195"	0.545454545	0.571428571	0	0.272727273	0	0	1.454545455	0.458874459	1.277056277	0.281385281	0	0	0	0.926406926
K11200	"PTS-Mng-EIIC, mngA, hrsA; PTS system, 2-O-A-mannosyl-D-glycerate-specific IIC component"	0.545454545	0.571428571	0	0.272727273	0	0	1.454545455	0.458874459	1.277056277	0.281385281	0	0	0	0.926406926
K11201	"PTS-Fru2-EIIA; PTS system, fructose-specific IIA-like component EC:2.7.1.-"	2	0	0	0.5	0.05	0	0	0	0	0.5	2.5	1.910714286	1.0625	0.5
K11202	"PTS-Fru2-EIIB; PTS system, fructose-specific IIB-like component EC:2.7.1.-"	0.090909091	0	0	0	0.05	0	0.181818182	0.090909091	0.090909091	0	0	0.410714286	0.0625	0
K11203	"PTS-Fru2-EIIC; PTS system, fructose-specific IIC-like component"	0.090909091	0	0	0	0.05	0	0.181818182	0.090909091	0.090909091	0	0	0.125	0.0625	0
K11208	yncG; GST-like protein	25.11666667	29.28928571	17.87222222	19.87777778	22.98015873	32.30277778	8.933333333	22.82420635	30.42420635	35.95515873	54.14166667	48.60218254	37.89920635	81.13404762
K11209	"yghU, yfcG; GSH-dependent disulfide-bond oxidoreductase EC:1.8.4.-"	598.6332612	1620.481602	404.505772	588.3016234	383.5	751.7015512	268.3169192	1901.79614	1846.563131	1652.274206	996.6271284	936.0125722	1123.787374	1408.675455
K11210	fosB; metallothiol transferase EC:2.5.1.-	0.090909091	0.225	0	0.090909091	0	0	0.255892256	0.725	0.452020202	0	0.454545455	0.302020202	1	0.176923077
K11211	kdkA; 3-deoxy-D-manno-octulosonic acid kinase EC:2.7.1.166	37.375	31	33	42.58333333	50.3	96.725	25.5	6.5	19	43.25	99	93.80833333	81.75	28.83333333
K11212	cofD; LPPG:FO 2-phospho-L-lactate transferase EC:2.7.8.28	145.4333333	129.5166667	170.425	140.0472222	147.2380952	190.7642857	105.1333333	27.125	129.9208333	154.975	247.5694444	290.2625	297.509127	163.7480159
K11216	lsrK; autoinducer-2 kinase EC:2.7.1.189	9.083333333	40.25	7.666666667	28.77777778	6.166666667	18.70833333	17	11.33333333	21.66666667	56.91666667	28.33333333	30.20238095	12	35.83333333
K11249	eamB; cysteine/O-acetylserine efflux protein	0	0	0	0	0.5	0.375	0	0	0	0	0	0.535714286	0	0
K11250	leuE; leucine efflux protein	162.0535714	598.7857143	30.875	30.96666667	4.251190476	12.06071429	28.85833333	1358.104762	1022.355952	691.0833333	151.7666667	45.36785714	48.22718254	361.2888889
K11258	ilvM; acetolactate synthase II small subunit EC:2.2.1.6	1.75	2.333333333	1.75	2	3.25	7.725	0	0.714285714	1.607142857	4.571428571	3.25	11.36190476	10.07142857	1.892857143
K11261	"fwdE, fmdE; formylmethanofuran dehydrogenase subunit E EC:1.2.7.12"	10	6.5	7.5	8.5	3	9	1.5	1.5	11.5	5.611111111	25.77272727	6.5	110	16.5
K11263	"bccA, pccA; acetyl-CoA/propionyl-CoA carboxylase, biotin carboxylase, biotin carboxyl carrier protein EC:6.4.1.2 6.4.1.3 6.3.4.14"	120.7565476	312.55	137.4916667	266.2597222	82.09484127	173.0702381	175.9625	85.69583333	226.7121032	326.6722222	277.3652778	203.9164683	392.7349206	338.95
K11264	"scpB, mmcD; methylmalonyl-CoA decarboxylase EC:4.1.1.41"	1.5	0.75	0.5	1	0.133333333	3.404761905	0.166666667	0	3.338095238	1.833333333	3.1	5.966666667	3	1.916666667
K11275	H1_5; histone H1/5	0	0	0	0	6.5	0.25	0	0	0.083333333	0	0	0.5	0.25	0
K11311	"antC; anthranilate 1,2-dioxygenase reductase component EC:1.18.1.-"	0	2.204761905	0	0	0.30952381	0.595238095	0	3.9	1.591666667	0.333333333	0	0.542857143	0.126984127	2.566666667
K11312	K11312; cupin 2 domain-containing protein	16.94307359	36.24606782	18.68268398	30.58957431	10.44047619	26.60963203	8.02979798	12.20999278	40.38560606	51.54920635	38.09361472	43.20692641	36.14244228	60.42117605
K11323	JMJD6; histone arginine demethylase JMJD6 EC:1.14.11.-	0	8	0	9	0	1	4.5	1.5	1	15.5	5	5	1	3.666666667
K11325	K11325; L-cysteine/cystine lyase	0.166666667	0.5	0	0	0.25	0	2	0	0	0	0	0.25	0.5	0
K11329	"rpaB; two-component system, OmpR family, response regulator RpaB"	5.25	9.625	3.625	5.625	6	3.625	4.125	3.75	3.25	8.375	8.75	6.416666667	2.125	9.375
K11333	"bchX; 3,8-divinyl chlorophyllide a/chlorophyllide a reductase subunit X EC:1.3.7.14 1.3.7.15"	42.37323232	39.89090909	41.6219697	55.73005051	25.09166667	32.64217172	28.17424242	6.315151515	41.29671717	68.65	113.0063131	68.36843434	80.4489899	56.40808081
K11334	"bchY; 3,8-divinyl chlorophyllide a/chlorophyllide a reductase subunit Y EC:1.3.7.14 1.3.7.15"	42.37323232	39.89090909	41.6219697	55.73005051	25.09166667	32.64217172	28.17424242	6.315151515	41.29671717	68.65	113.0063131	68.36843434	80.4489899	56.40808081
K11335	"bchZ; 3,8-divinyl chlorophyllide a/chlorophyllide a reductase subunit Z EC:1.3.7.14 1.3.7.15"	42.37323232	39.89090909	41.6219697	55.73005051	25.09166667	32.64217172	28.17424242	6.315151515	41.29671717	68.65	113.0063131	68.36843434	80.4489899	56.40808081
K11336	bchF; 3-vinyl bacteriochlorophyllide hydratase EC:4.2.1.165	42.37323232	39.89090909	41.6219697	55.73005051	25.09166667	32.64217172	28.17424242	6.315151515	41.29671717	68.65	113.0063131	68.36843434	80.4489899	56.40808081
K11337	bchC; bacteriochlorophyllide a dehydrogenase EC:1.1.1.396	42.37323232	39.89090909	41.6219697	55.73005051	25.09166667	32.64217172	28.17424242	6.315151515	41.29671717	68.65	113.0063131	68.36843434	80.4489899	56.40808081
K11356	"cikA; two-component system, sensor histidine kinase and response regulator EC:2.7.13.3"	0	0	0	0	0.25	0	0	0	0	0	0	0.25	0	0
K11357	"divJ; two-component system, cell cycle sensor histidine kinase DivJ EC:2.7.13.3"	47.30656566	99.44090909	52.05530303	84.43005051	44.90833333	105.0810606	33.75757576	12.64848485	68.96338384	92.825	91.37853535	85.12954545	147.7989899	129.8119697
K11358	yhdR; aspartate aminotransferase EC:2.6.1.1	8.752020202	20.075	10.9	23.4	3	7	11.10681818	9.610353535	22.16590909	23.63333333	20.41331169	12.975	33.7	24.24166667
K11381	bkdA; 2-oxoisovalerate dehydrogenase E1 component EC:1.2.4.4	339.8166667	322.55	295.75	452.0916667	298.55	361.3861111	260.0166667	85.51666667	286.5166667	453.8583333	778.7861111	702.725	836.3277778	384.7650794
K11383	"kinB; two-component system, NtrC family, sensor histidine kinase KinB EC:2.7.13.3"	4.146428571	8.701190476	0.2	0.166666667	1.391666667	3.267857143	0	19.0547619	14.79166667	2.016666667	3.975	3.342857143	2.4	57.21607143
K11384	"algB; two-component system, NtrC family, response regulator AlgB"	20.9797619	12.45119048	10.14444444	21	9.586111111	24.51785714	9.083333333	20.5547619	31.01388889	15.35	46.75277778	37.18313492	32.15	66.91051587
K11385	embA; arabinosyltransferase A EC:2.4.2.-	1	5.25	1	0.5	0.5	11.25	0	0	1.5	1	4.166666667	2.5	3.5	5.095238095
K11386	embB; arabinosyltransferase B EC:2.4.2.-	6	27.125	7.166666667	22.5	2	12	5	6.5	14.66666667	16.33333333	11.04166667	8.416666667	7.833333333	24.0952381
K11387	embC; arabinosyltransferase C EC:2.4.2.-	5.5	11.25	7.104166667	17.23611111	4.916666667	18.64583333	10.5625	1.5	11.47916667	1.291666667	9.604166667	14.35416667	9.6875	15.61607143
K11391	rlmG; 23S rRNA (guanine1835-N2)-methyltransferase EC:2.1.1.174	0	2.083333333	0	0	1	0.375	0	0.464285714	0.607142857	1.714285714	0	0.535714286	0.321428571	0.892857143
K11392	rsmF; 16S rRNA (cytosine1407-C5)-methyltransferase EC:2.1.1.178	0	2.083333333	0	0	1.05	0.375	0	0.464285714	0.607142857	1.714285714	0	0.678571429	0.321428571	0.892857143
K11415	"SIRT5, SIR2L5; NAD-dependent deacetylase sirtuin 5 EC:3.5.1.-"	0.666666667	0	1.666666667	2.333333333	1.333333333	6.166666667	0	0	1.611111111	1.333333333	3.5	6.944444444	4.666666667	1.333333333
K11434	PRMT1; type I protein arginine methyltransferase EC:2.1.1.319	18.91666667	3.25	11.05555556	22	8.388888889	37	10.16666667	2.25	23.77777778	18.38888889	47.52777778	31.36805556	27.88888889	10.5
K11438	PRMT7; type III protein arginine methyltransferase EC:2.1.1.321	5.5	5	7	3.5	9.666666667	26.25	1.5	1	3.5	4	10	19.08333333	25	7.25
K11440	gbsB; choline dehydrogenase EC:1.1.1.1	0.181818182	0	0	0.215909091	0	0	0.488636364	4.840909091	1.181818182	0	0.829545455	0.215909091	1	0.076923077
K11441	kguK; dehydrogluconokinase EC:2.7.1.13	2.821428571	8.501190476	0.2	0.166666667	1.028571429	2.529761905	0	17.4297619	11.7	1.65	2.825	1.592857143	1.4	55.4827381
K11443	"divK; two-component system, cell cycle response regulator DivK"	96.96767677	172.7242424	96.64974747	155.7967172	86.29166667	191.5032828	66.29090909	25.95126263	125.9911616	183.2972222	231.9535354	230.2184343	303.7934343	207.9480808
K11444	"wspR; two-component system, chemotaxis family, response regulator WspR EC:2.7.7.65"	95.71706349	371.7412698	23.49960317	34.00396825	4.067857143	11.13412698	22.47222222	643.5781746	517.2904762	370.6944444	74.42063492	25.4718254	37.90873016	273.2815476
K11472	glcE; glycolate oxidase FAD binding subunit	412.9782287	703.5417027	297.5882395	399.9719517	322.6650794	374.9171717	183.1374759	722.3439574	803.7509199	671.9555556	721.1439935	723.6714466	677.3660534	622.6947078
K11473	glcF; glycolate oxidase iron-sulfur subunit	445.2820707	716.7000361	317.7549062	438.8098846	328.9984127	388.7088384	220.545695	732.7051587	829.6138348	700.0456349	794.692785	768.845689	726.6894661	646.5665443
K11474	"glcC; GntR family transcriptional regulator, glc operon transcriptional activator"	0.61031746	6.718253968	0.805555556	2.272222222	0.280952381	2.805555556	0.905555556	5.832539683	5.554761905	2.122222222	3.438888889	4.237301587	3.032539683	13.5515873
K11475	"vanR; GntR family transcriptional regulator, vanillate catabolism transcriptional regulator"	52.69642857	151.3615079	46.51944444	81.71388889	47.54761905	79.88690476	31.37777778	42.95198413	74.95	101.1805556	112.625	103.856746	138.2186508	164.7240079
K11476	"K11476, gntR; GntR family transcriptional regulator, gluconate operon transcriptional repressor"	0.202020202	2.861111111	1.5	0.715909091	0	0	0.747294372	7.323845599	8.082972583	2.154761905	2.950974026	0.815909091	2.071428571	3.302380952
K11477	glcG; glc operon protein GlcG	6.118650794	34.20714286	9.241666667	6.583333333	2.704761905	12.4797619	5.025	23.44642857	23.88809524	15.82619048	20.89166667	8.507936508	25.33253968	69.80892857
K11520	"manS; two-component system, OmpR family, manganese sensing sensor histidine kinase EC:2.7.13.3"	0	0	0	0	0.25	0	0	0	0	0	0	0.25	0	0
K11521	"K11521, manR; two-component system, OmpR family, manganese sensing response regulator"	0	0	0	0	0.25	0	0	0.083333333	0.5	0	0	0.25	0	0.083333333
K11525	pixJ; methyl-accepting chemotaxis protein PixJ	0	0	0	0	0.25	0	0	0	0	0	0	0.25	0	0
K11527	"K11527; two-component system, sensor histidine kinase and response regulator EC:2.7.13.3"	7.583333333	4.666666667	2.5	1.430555556	1.772222222	3.111111111	1.833333333	0.333333333	6.25	6.361111111	16.94444444	5.375	88.74305556	4.875
K11528	glmU; UDP-N-acetylglucosamine pyrophosphorylase EC:2.7.7.23	0	0	1	0	0	0	0	0	0	0	1	0	0	1
K11529	"gck, gckA, GLYCTK; glycerate 2-kinase EC:2.7.1.165"	515.6414863	729.6833694	413.5489538	437.8990981	389.5888889	417.137013	221.1936869	734.0334055	854.1292569	778.1345238	910.9948052	887.8612915	835.2166486	682.6510173
K11530	"lsrG; (4S)-4-hydroxy-5-phosphonooxypentane-2,3-dione isomerase EC:5.3.1.32"	8.833333333	11.95833333	6.25	11.5	3.683333333	5.180555556	6.833333333	0	10.11111111	11.25	19.59217172	16.58015873	36.25	8.138888889
K11531	lsrR; lsr operon transcriptional repressor	0	0	0	0.5	0.5	0.875	0	0.5	0.25	0.125	0.5	0.892857143	0.5	1.5
K11532	"glpX-SEBP; fructose-1,6-bisphosphatase II / sedoheptulose-1,7-bisphosphatase EC:3.1.3.11 3.1.3.37"	74.87878788	147.7742424	76.13863636	142.1494949	66.56666667	149.4755051	54.80757576	19.86237374	109.9883838	167.8916667	167.7368687	179.1906566	245.8962121	179.655303
K11533	"fas; fatty acid synthase, bacteria type EC:2.3.1.-"	2	15.625	6	4.5	4	14.75	3.666666667	2	6.5	11	9.041666667	14.75	6.5	15.76190476
K11534	"deoR; DeoR family transcriptional regulator, deoxyribose operon repressor"	31.01666667	95.36388889	16.55277778	28.08611111	14.64166667	20.14365079	15.15555556	33.36706349	54.57579365	77.90873016	29.125	22.94801587	43.91309524	64.26063492
K11535	nupC; nucleoside transport protein	2.181818182	2.083333333	0	0.715909091	1.55	0.75	1.234307359	6.308838384	4.87950938	2.452380952	3.650974026	2.769480519	2.455357143	2.92973693
K11537	"xapB; MFS transporter, NHS family, xanthosine permease"	9.083333333	73.83333333	7.666666667	34.88888889	6	25.73611111	20.25	23.5	32.02777778	124.7083333	32.66666667	38.43015873	14.33333333	54.28650794
